id,time,age,gender,nation,who,education,region,not_kz,played_vg,skills,skills_desc,culture_together,gaming_event,clubs,sleeping_trouble,sick,nation_important,play_only_nation,language_vg,language_communicate,barrier,barrier_desc,barrier_games,prefer_with,prefer_who,type_communication,platform,type_vg,discover_vg,factor_to_play,affect_relationship,affect_wellbeing,closer_teammates,discuss_vg,game_community,game_comunity_name,game_comunity_game,why_games,motivation_continue,for_competition,feel_while_playing,emotions_affect_while_playing,consequences,consequences_p_n,consequences_desc,mental_affect_vg,mental_desc,drained_after,freq_per_week,when_play,time_play,genre_vg,char,char_desc
298,14.05.2023 12:55:04,16-19,Male ,Kazakh,Student,Average (full) general,Canada,Канада,Yes,Yes,"Навыки выживания, навыки сборки/разборки ПК, автомобиля ",Yes,No,"No, but before yes",Sometimes there are small problems,"Rarely, once or twice a year",No,No,Russian,Russian,"No, I can safely play",,,Both,friends,Voice,"PC, Mobile",Both,"recommendations, Social media, reviews","Storyline, reviews, game publisher","No, games don't affect our relationship",Unsure,Yes,"No, I don't discuss games with my closers",No,,,fun,gameplay,"No, I play for other purposes",satisfaction,Make the game more interesting,No,,,Well,,3,1-5 hours per week,I play games whenever I want,In the evening,"Action, Adventure",Neutral characters,interesting
299,14.05.2023 12:56:27,20-25,Male ,Kazakh,Student,Incomplete higher professional education,Abai region,,Yes,Yes,,Yes,No,Yes,Sometimes there are small problems,"Rarely, once or twice a year",No,No,English,Russian,"No, I can safely play",,,Both,"Alone, friends, family",Voice,PC,Both,"reviews, gaming websites","reviews, personal interest","No, games don't affect our relationship",No effect,Yes,"No, I don't discuss games with my closers",No,,,"fun, relaxation",gameplay,"No, I play for other purposes",satisfaction,Make the game more interesting,No,,,Badly,,5,1-5 hours per week,I play games whenever I want,At night,"Action, Strategy",Neutral characters,"interesting, biography, archetype, interpersonal, style"
300,14.05.2023 12:57:35,16-19,Male ,Kazakh,Student,Average (full) general,Akmol region,,Yes,Yes,,Yes,No,No,Sometimes there are small problems,"Sometimes, but not often, once every few months",No,No,English,I don't communicate with teammates,"No, I can safely play",,,Both,"Alone, friends, community",Chat,"PC, Console",Both,"recommendations, Social media, Ads, reviews, gaming websites","Graphics, Storyline, Price, personal interest","Yes, games improve our relationship",Unsure,No,"Yes, I discuss games with my closers",No,,,"fun, relaxation","gameplay, improve skills","No, I play for other purposes","satisfaction, excitement",Make the game more interesting,No,,,Well,,4,6-10 hours per week,I play games whenever I want,In the evening,"Action, Sports, Adventure, Role-playing",Neutral characters,"interesting, abilities"
301,14.05.2023 12:57:35,20-25,Female ,Kazakh,Student,Incomplete higher professional education,Akmol region,,Yes,Yes,Whatever skills. Videogames are pretty flexible ,Yes,Yes,Yes,Sometimes there are small problems,"Sometimes, but not often, once every few months",No,No,English,I don't communicate with teammates,"No, I can safely play",,,Both,"Alone, friends, community",Chat,PC,Both,recommendations,"Graphics, Storyline, reviews, personal interest","Yes, games improve our relationship",Positively,Yes,"No, I don't discuss games with my closers",No,,,"fun, friends",gameplay,"No, I play for other purposes","satisfaction, joy",Make the game more interesting,Yes,Negative,There were both positive and negative consequences. Negative: i was kind of addicted to dota2. Positive: it really helped me with my mental state at the time,Badly,Now i feel better and videogames are no longer cure for me. They remind me of those days where i was playing for 20 hours straight almost everyday.,5,Less than 1 hour per week,I only play games on certain days,In the evening,"Strategy, Sports, Role-playing",Kind characters,interesting
302,14.05.2023 12:58:11,16-19,Female ,Kazakh,Student,Incomplete higher professional education,Karaganda region,,Yes,Yes,"Английский язык, коммуникация и внимательность",Yes,Yes,No,"No, I have no trouble","Rarely, once or twice a year",No,No,,Russian,Yes,сложно читать текст быстро на англ,те которые на англ,Both,"Alone, friends, family",Voice,"PC, Console, Mobile",Both,"recommendations, reviews, gaming websites","Graphics, Storyline, Price, reviews, personal interest","No, games don't affect our relationship",Unsure,Yes,"Yes, I discuss games with my closers",No,,,"fun, relaxation","gameplay, new goals","No, I play for other purposes","satisfaction, joy, disappointment, stress",Make the game more interesting,No,Positive,"просто люблю ощущать большой спектор эмоций и видео игры лучший способ получить их. Страх, веселье, радость, вкус победы(вкус проигрыша нравится меньше, но все равно не отказываюсь)",Badly,"и хорошо и плохо, но если говорить об ощущениях после: я чувствую себя уставшей",3,1-5 hours per week,I play games whenever I want,In the evening,"Action, Puzzle, Strategy, Adventure",Kind characters,"interesting, motives, abilities, biography, archetype"
303,14.05.2023 13:01:01,20-25,Male ,Kazakh,Student,Average (full) general,Akmol region,,Yes,Yes,"Командная работа, логическое мышление, целеустремленность ",Yes,Yes,"No, but before yes","No, I have no trouble","Sometimes, but not often, once every few months",No,No,English,Russian,"No, I can safely play",,,Both,"Alone, friends",Voice,PC,Both,"reviews, gaming websites","reviews, game publisher, personal interest","Yes, games improve our relationship",No effect,Yes,"No, I don't discuss games with my closers",No,,,"fun, relaxation, friends","gameplay, new goals, improve skills","No, I play for other purposes","satisfaction, excitement, joy",Make the game more interesting,No,,,Well,,3,1-5 hours per week,I only play games on certain days,In the evening,"Action, Puzzle, Strategy, Adventure, Role-playing",Kind characters,"interesting, motives, style"
304,14.05.2023 13:03:50,16-19,Male ,Kazakh,Student,Incomplete higher professional education,Akmol region,,Yes,Yes,абсолютно все навыки,Yes,No,Yes,Sometimes there are small problems,"Rarely, once or twice a year",No,No,Russian,Russian,Yes,барьер при понимании сюжета,в соло играх,Both,"Alone, friends",Voice,"PC, Mobile",Both,recommendations,"Graphics, Storyline, Price, game publisher, personal interest","No, games don't affect our relationship",No effect,Yes,"No, I don't discuss games with my closers",Yes,MLBB kz,Mobile Legends: Bang Bang,achieve,"new goals, improve skills, better than others","Yes, I play for the competition","satisfaction, disappointment, stress","Can affect my game, lead to mistakes",No,,,Well,,2,11-20 hours per week,I play games whenever I want,In the evening,Action,Neutral characters,"interesting, motives"
305,14.05.2023 13:04:01,16-19,Female ,Kazakh,Student,Average (full) general,West-Kazakhstan region,,Yes,Unsure,,Yes,Yes,Yes,"No, I have no trouble","Sometimes, but not often, once every few months",Yes,No,,Russian,"No, I can safely play",,,Both,community,Voice,PC,Multiplayer,recommendations,"Price, reviews","No, games don't affect our relationship",No effect,Yes,"Yes, I discuss games with my closers",Yes,,Cs:go,"fun, achieve","gameplay, improve skills, better than others","Yes, I play for the competition","satisfaction, disappointment","Can affect my game, lead to mistakes",No,,,Badly,,7,More than 20 hours per week,I play games whenever I want,In the evening,Action,Kind characters,abilities
306,14.05.2023 13:04:18,16-19,Male ,Kazakh,Student,Average (full) general,East-Kazakhstan region,,Yes,Yes,"Общение-пещенье, ау мау",Yes,Yes,Yes,Sometimes there are small problems,"Rarely, once or twice a year",No,No,English,English,"No, I can safely play",,,Both,"Alone, friends, community, family",Voice,"PC, Mobile",Both,Social media,"Graphics, Storyline, Price, reviews, personal interest","No, games don't affect our relationship",No effect,Yes,"No, I don't discuss games with my closers",No,,,"fun, relaxation, friends","gameplay, new goals, competition","Yes, I play for the competition","satisfaction, excitement, joy, disappointment, stress",Make the game more interesting,No,,,Well,че за тупой опрос?,3,1-5 hours per week,I play games whenever I want,In the evening,"Action, Puzzle, Strategy, Sports, Adventure",Neutral characters,"interesting, motives, abilities, biography, archetype, interpersonal, style, design"
307,14.05.2023 13:05:40,16-19,Female ,Kazakh,Student,Basic General (incomplete secondary),Karaganda region,,Yes,Yes,communication,Yes,Yes,Yes,I often have trouble sleeping,"Sometimes, but not often, once every few months",No,No,Russian,Russian,Yes,Часто языковой ,не переводимых,Both,community,Voice,Mobile,Multiplayer,Social media,"Graphics, Storyline, Price, personal interest","Yes, games improve our relationship",Positively,Yes,"No, I don't discuss games with my closers",No,,,"fun, relaxation, reaction","gameplay, new goals","Yes, I play for the competition","satisfaction, excitement, joy",Make the game more interesting,Yes,Negative,зависимость от игры,Badly,"забываешь кушать, заниматься спортом",5,6-10 hours per week,I play games whenever I want,At night,"Strategy, Adventure, Simulation",Kind characters,interesting
308,14.05.2023 13:08:32,16-19,Male ,Kazakh,Student,Basic General (incomplete secondary),Almaty region,,Yes,Yes,Reflex to movement ,Yes,No,No,Sometimes there are small problems,"Sometimes, but not often, once every few months",No,No,English,I don't communicate with teammates,"No, I can safely play",,,Both,"friends, community",Voice,PC,Both,recommendations,Price,"Yes, games improve our relationship",No effect,No,"No, I don't discuss games with my closers",No,,,fun,improve skills,"No, I play for other purposes","excitement, joy",Make the game more interesting,Yes,Positive,Облегчение ,Well,No idea ,3,6-10 hours per week,I play games whenever I want,In the evening,"Action, Strategy",Villains,"interesting, abilities"
309,14.05.2023 13:10:21,16-19,Male ,Kazakh,Student,Initial professional,Akmol region,,Yes,Yes,"Навыки коммуникации, изучения культуры разных народов и стран, особенности культуры, тактическое и стратегическое мышление",Yes,Yes,Yes,Sometimes there are small problems,"Rarely, once or twice a year",Yes,No,English,English,"No, I can safely play",Поляки,Поляки,Both,"friends, community, family",Voice,PC,Both,"recommendations, reviews, gaming websites","Storyline, Price, reviews, game publisher, personal interest","Yes, games worsen our relationship",Unsure,Yes,"Yes, I discuss games with my closers",Yes,bezdevochki,bezdevochki ,"fun, relaxation, friends, achieve","gameplay, new goals","Yes, I play for the competition","satisfaction, excitement, joy",Make the game more interesting,Yes,Positive,,Well,,2,More than 20 hours per week,I play games whenever I want,In the evening,"Action, Strategy, Sports, Role-playing",Kind characters,"interesting, abilities, biography, archetype, style"
310,14.05.2023 13:10:27,16-19,Male ,Kazakh,Student,Incomplete higher professional education,Ukraine,Украина ,Yes,Yes,Усердность Целеустремлённость ,Yes,No,"No, but before yes","No, I have no trouble","Rarely, once or twice a year",Yes,No,Russian,Russian,"No, I can safely play",,,With someone,friends,Voice,Mobile,Multiplayer,recommendations,Price,"Yes, games improve our relationship",No effect,Yes,"No, I don't discuss games with my closers",No,,,fun,better than others,"Yes, I play for the competition",joy,Can affect my mood in real life,Yes,Positive,Круто ,Well,Никак ,1,Less than 1 hour per week,I play games whenever I want,In the afternoon,Action,Neutral characters,"style, design"
311,14.05.2023 13:10:32,20-25,Male ,Russian,Student,Secondary vocational,Canada,Canada,Yes,Yes,"Programming, creativity, military tactics, logical and analytical thinking",Yes,No,No,I often have trouble sleeping,"Rarely, once or twice a year",No,No,,Russian,"No, I can safely play",,,Both,"Alone, friends, community",Chat,PC,Both,"recommendations, reviews","Price, reviews, personal interest","Yes, games improve our relationship",Positively,Yes,"Yes, I discuss games with my closers",Yes,Steam community,Left 4 Dead 2,"fun, relaxation, friends","gameplay, new goals, improve skills","No, I play for other purposes","satisfaction, joy",Make the game more interesting,No,,,Well,"They allow you to cheer up and get pleasure, which are often not available in the real world due to economic reasons. Such buffs to the level of happiness allow you to escape from burnout and depression.",2,6-10 hours per week,I play games whenever I want,In the evening,"Action, Role-playing",Neutral characters,"archetype, style, design"
312,14.05.2023 13:12:28,20-25,Male ,Kazakh,Student,Incomplete higher professional education,Kostanay region,,Yes,Yes,"Мышление, тактика, социалильные навыки коммуникации ",Unsure,No,No,"No, I have no trouble","Sometimes, but not often, once every few months",No,No,Russian,I don't communicate with teammates,"No, I can safely play",,,Alone,"Alone, friends",Chat,PC,Both,"Social media, reviews",personal interest,"Yes, games worsen our relationship",Negatively,No,"No, I don't discuss games with my closers",No,,,fun,"improve skills, ","No, I play for other purposes","satisfaction, excitement, disappointment, stress","Can affect my game, lead to mistakes",Yes,Negative,Время в никуда,Badly,Я подавлен,6,11-20 hours per week,I play games whenever I want,In the afternoon,"Adventure, Strategy",Neutral characters,"style, design"
313,14.05.2023 13:12:45,16-19,Male ,Kazakh,Student,Incomplete higher professional education,Almaty region,,Yes,Unsure,,Yes,No,No,I often have trouble sleeping,"Rarely, once or twice a year",No,No,English,English,"No, I can safely play",,,Both,"Alone, friends",Voice,PC,Multiplayer,Social media,"Price, reviews, personal interest","No, games don't affect our relationship",Positively,No,"Yes, I discuss games with my closers",No,,,"fun, relaxation, friends",gameplay,"Yes, I play for the competition","satisfaction, excitement, joy",Make the game more interesting,No,,,Well,,3,1-5 hours per week,I only play games on certain days,At night,Action,Neutral characters,"archetype, style, design"
314,14.05.2023 13:13:33,16-19,Male ,Kazakh,Student,Incomplete higher professional education,Turkestan region,,Yes,No,,Yes,No,No,"No, I have no trouble","Rarely, once or twice a year",No,No,Russian,Russian,"No, I can safely play",,,With someone,friends,Voice,PC,Both,"recommendations, reviews","reviews, personal interest","No, games don't affect our relationship",Unsure,No,"No, I don't discuss games with my closers",No,,,fun,gameplay,"No, I play for other purposes",joy,Make the game more interesting,No,Negative,игры затупевают наш мозг,Badly,вери плохо,6,1-5 hours per week,I play games whenever I want,In the afternoon,"Action, Strategy, Sports",Neutral characters,"abilities, style"
315,14.05.2023 13:14:18,16-19,Female ,Kazakh,Student,Incomplete higher professional education,Aktobe region,,Yes,Yes,"стратегии могут развивать мышление, интеллект и реакцию",Yes,Yes,Yes,Sometimes there are small problems,"Sometimes, but not often, once every few months",No,No,,Russian,"No, I can safely play",,,Alone,Alone,Chat,PC,Both,"recommendations, Social media, reviews","Storyline, reviews, personal interest","No, games don't affect our relationship",Positively,Yes,"Yes, I discuss games with my closers",Yes,,Дота2,"fun, reaction, achieve","gameplay, new goals, improve skills, better than others, competition","Yes, I play for the competition","excitement, disappointment, stress",Can affect my mood in real life,Yes,Negative,,Well,,7,11-20 hours per week,I play games whenever I want,At night,"Strategy, Role-playing",Neutral characters,"interesting, abilities, biography, style"
316,14.05.2023 13:22:09,16-19,Male ,Kazakh,Student,Incomplete higher professional education,Aktobe region,,Yes,Unsure,,Yes,No,Yes,Sometimes there are small problems,"Sometimes, but not often, once every few months",No,No,English,English,"No, I can safely play",,,Both,"friends, community",Voice,PC,Both,"recommendations, Social media, reviews","Graphics, Storyline, reviews, personal interest","No, games don't affect our relationship",Unsure,Yes,"Yes, I discuss games with my closers",No,,,"fun, relaxation","gameplay, competition","No, I play for other purposes","satisfaction, stress","Can affect my game, lead to mistakes",No,,,Badly,,4,1-5 hours per week,I only play games on certain days,In the evening,"Action, Strategy, Adventure",Villains,"interesting, abilities, biography"
317,14.05.2023 13:23:53,16-19,Male ,Russian,Student,Average (full) general,Kostanay region,,Yes,Yes,"Teamwork, problem solving",Yes,No,No,Sometimes there are small problems,"Rarely, once or twice a year",No,No,English,I don't communicate with teammates,"No, I can safely play",,,Alone,"Alone, community",Chat,"PC, Mobile",Both,"Social media, reviews, gaming websites","reviews, game publisher, personal interest","No, games don't affect our relationship",No effect,Yes,"No, I don't discuss games with my closers",No,,,"fun, relaxation",gameplay,"No, I play for other purposes","satisfaction, excitement, disappointment",Make the game more interesting,Yes,Positive,,Well,,3,6-10 hours per week,I play games whenever I want,In the evening,"Action, Strategy, Adventure, Simulation",Neutral characters,"interesting, abilities, archetype, style"
318,14.05.2023 13:25:13,16-19,Female ,Kazakh,Student,Average (full) general,Akmol region,,Yes,Yes,,Yes,No,Yes,Sometimes there are small problems,"Sometimes, but not often, once every few months",No,No,Russian,Russian,"No, I can safely play",,,Alone,"Alone, friends",Voice,PC,Both,"recommendations, reviews, gaming websites","Storyline, Price, reviews, personal interest","No, games don't affect our relationship",Unsure,Yes,"Yes, I discuss games with my closers",No,,,"fun, relaxation",gameplay,"No, I play for other purposes","satisfaction, excitement",Can affect my mood in real life,No,,,Well,,3,6-10 hours per week,I play games whenever I want,At night,"Action, Adventure",Neutral characters,"interesting, motives, archetype, style, design"
319,14.05.2023 13:28:44,16-19,Male ,Kazakh,Student,Initial professional,West-Kazakhstan region,,Yes,Yes,"Team work, creativity ",Yes,Yes,Yes,Sometimes there are small problems,"Sometimes, but not often, once every few months",No,No,English,English,"No, I can safely play",,,Both,"Alone, friends, community",Voice,"PC, Mobile",Both,"recommendations, Social media, reviews, gaming websites","Storyline, Price","No, games don't affect our relationship",Unsure,Yes,"Yes, I discuss games with my closers",No,,,"fun, relaxation, friends","gameplay, new goals","No, I play for other purposes","satisfaction, excitement, joy",Make the game more interesting,Yes,Positive,,Well,,5,6-10 hours per week,I only play games on certain days,In the evening,"Action, Strategy",Neutral characters,"abilities, archetype, style"
320,14.05.2023 13:33:33,20-25,Male ,Kazakh,Student,Initial professional,Akmol region,,Yes,Unsure,,Yes,No,No,Sometimes there are small problems,"Rarely, once or twice a year",No,No,,Russian,"No, I can safely play",,,With someone,"Alone, friends, community",Voice,PC,Both,"recommendations, Social media, reviews","Graphics, Storyline, Price, personal interest","No, games don't affect our relationship",Unsure,Yes,"No, I don't discuss games with my closers",No,,,"fun, relaxation, friends, achieve","gameplay, competition","Yes, I play for the competition","satisfaction, excitement, joy, disappointment",Make the game more interesting,No,,,Badly,Более нервным стал,4,11-20 hours per week,I play games whenever I want,In the evening,"Action, Strategy, Adventure, Role-playing",Kind characters,"interesting, style"
321,14.05.2023 13:34:27,20-25,Male ,Kazakh,Student,Incomplete higher professional education,Karaganda region,,Yes,Yes,"You can speak in team speak, in English or Russian mostly, it makes your speaking skills better",Yes,No,No,Sometimes there are small problems,"Rarely, once or twice a year",No,No,,Russian,"No, I can safely play",,,Both,Alone,Voice,PC,Multiplayer,"recommendations, Social media, Ads, reviews","Graphics, Price, game publisher, personal interest","Yes, games worsen our relationship",Unsure,Yes,"Yes, I discuss games with my closers",No,,,"fun, relaxation, reaction","gameplay, improve skills","No, I play for other purposes","satisfaction, excitement, joy, disappointment, stress",Make the game more interesting,Yes,Positive,,Badly,I don't know ,4,6-10 hours per week,I play games whenever I want,At night,Action,Kind characters,"interesting, abilities, design"
322,14.05.2023 13:36:15,16-19,Male ,Kazakh,Student,Incomplete higher professional education,Almaty region,,Yes,Yes,"Изучение языков, программирование ",Yes,Yes,"No, but before yes",Sometimes there are small problems,"Sometimes, but not often, once every few months",No,No,Russian,Russian,"No, I can safely play",,,Both,"Alone, friends",Voice,PC,Both,"recommendations, reviews, gaming websites","Graphics, Storyline, Price, game publisher, personal interest","No, games don't affect our relationship",Unsure,Yes,"Yes, I discuss games with my closers",No,,,"fun, relaxation, reaction, friends, achieve","gameplay, new goals, improve skills, better than others, competition","No, I play for other purposes","satisfaction, excitement, joy, disappointment",Make the game more interesting,Yes,Positive,Грусть когда закончилась игра. Хотелось продолжения истории.,Well,,4,1-5 hours per week,I play games whenever I want,In the evening,"Action, Puzzle, Strategy, Sports, Adventure, Role-playing, Simulation",Kind characters,"interesting, motives, abilities, biography, archetype, interpersonal, style, design"
323,14.05.2023 13:36:31,16-19,Male ,Kazakh,Employed,Incomplete higher professional education,Turkestan region,,Yes,Yes,,Yes,No,No,"No, I have no trouble","Rarely, once or twice a year",No,No,English,Russian,"No, I can safely play",,,Both,"Alone, family",Chat,PC,Multiplayer,Social media,personal interest,"Yes, games worsen our relationship",No effect,Yes,"Yes, I discuss games with my closers",No,,,"fun, reaction, achieve","new goals, improve skills","Yes, I play for the competition",satisfaction,"Can affect my game, lead to mistakes",No,Positive,,Well,,4,6-10 hours per week,I play games whenever I want,In the morning,Puzzle,Neutral characters,"interesting, motives, abilities, biography, archetype, interpersonal, style, design"
324,14.05.2023 13:40:51,16-19,Male ,Kazakh,Student,Average (full) general,Zhetysu region,,Yes,Yes,"Soft-skills, critical thinking, logic, reflex and so on.",Yes,No,No,I often have trouble sleeping,"Sometimes, but not often, once every few months",No,No,English,I don't communicate with teammates,"No, I can safely play",,,Both,friends,Chat,"PC, Mobile",Both,"recommendations, Social media, Ads, reviews, gaming websites","Graphics, Storyline, Price, reviews, personal interest","No, games don't affect our relationship",Unsure,No,"No, I don't discuss games with my closers",No,,,"fun, relaxation, reaction","gameplay, new goals, improve skills","No, I play for other purposes","satisfaction, disappointment",Make the game more interesting,No,,,Well,,5,1-5 hours per week,I only play games on certain days,At night,"Action, Strategy, Sports, Adventure",Kind characters,"motives, abilities, archetype"
325,14.05.2023 13:41:39,16-19,Female ,Kazakh,Student,Average (full) general,Karaganda region,,Yes,Yes,,Yes,No,Yes,I often have trouble sleeping,"Sometimes, but not often, once every few months",No,No,English,English,Yes,"В основном языковой, хотя иногда и культурный(я могу не понимать о чем они говорят)","В наиболее популярных, где встречаются игроки с разных стран",Alone,"Alone, friends, community",Chat,"PC, Mobile",Both,"recommendations, Social media, Ads, reviews, gaming websites","Graphics, Storyline, reviews, personal interest","No, games don't affect our relationship",Unsure,Yes,"Yes, I discuss games with my closers",Yes,Chaeya ,Genshin ,"fun, relaxation, reaction, friends, achieve","gameplay, new goals, improve skills, better than others, competition","Yes, I play for the competition","satisfaction, excitement, joy, disappointment, stress",Can affect my mood in real life,Yes,Positive,,Well,Дают мне хорошее настроение минимум на один день,8,6-10 hours per week,I play games whenever I want,At night,"Puzzle, Strategy, Adventure, Simulation",Villains,"interesting, abilities, biography, interpersonal, design"
326,14.05.2023 13:43:03,16-19,Female ,Kazakh,Student,Average (full) general,West-Kazakhstan region,,Yes,Yes,"Problem solving skills, observancy, memory, concentration, etc(often it depends on video games)",Yes,Yes,Yes,"No, I have no trouble",Never,No,No,English,Kazakh,"No, I can safely play",,,Both,"Alone, friends",Voice,PC,Both,"Social media, reviews, gaming websites","Graphics, Storyline, reviews, game publisher, personal interest","Yes, games improve our relationship",Positively,Yes,"Yes, I discuss games with my closers",No,,,relaxation,gameplay,"No, I play for other purposes","satisfaction, joy",Make the game more interesting,No,,,Well,i feel relaxed ,4,6-10 hours per week,I play games whenever I want,In the evening,"Action, Puzzle, Strategy, Sports, Adventure, Role-playing, Simulation",Villains,"interesting, abilities, biography, design"
327,14.05.2023 13:43:58,16-19,Female ,Kazakh,Student,Initial professional,Akmol region,,Yes,Yes,"Усидчивость, внимательность, логическое и критическое мышление, мелкую моторику",Yes,Yes,Yes,Sometimes there are small problems,"Rarely, once or twice a year",No,No,English,English,"No, I can safely play",,,Both,"Alone, friends",Voice,"PC, Mobile",Both,Social media,"Storyline, Price, reviews","No, games don't affect our relationship",No effect,Yes,"Yes, I discuss games with my closers",No,,,fun,improve skills,"No, I play for other purposes","excitement, ",Can affect my mood in real life,No,Positive,,Well,,4,1-5 hours per week,I play games whenever I want,At night,,Neutral characters,"abilities, biography, archetype, design"
328,14.05.2023 13:47:05,16-19,Male ,Kazakh,Student,Incomplete higher professional education,Aktobe region,,Yes,Yes,,Yes,Yes,No,Sometimes there are small problems,"Sometimes, but not often, once every few months",No,Yes,Russian,I don't communicate with teammates,"No, I can safely play",,,Both,Alone,Voice,PC,Both,"recommendations, Social media",personal interest,"Yes, games improve our relationship",Unsure,Yes,"No, I don't discuss games with my closers",No,,,"fun, reaction, achieve","gameplay, improve skills","No, I play for other purposes","joy, disappointment",Can affect my mood in real life,Yes,,,Badly,,3,1-5 hours per week,I play games whenever I want,In the evening,"Action, Adventure",Neutral characters,interesting
329,14.05.2023 13:50:09,16-19,Male ,Kazakh,Student,Average (full) general,Pavlodar region,,Yes,No,,No,No,Yes,Sometimes there are small problems,"Rarely, once or twice a year",No,No,English,English,"No, I can safely play",,,Both,friends,Voice,PC,Multiplayer,recommendations,"Price, personal interest","No, games don't affect our relationship",No effect,No,"Yes, I discuss games with my closers",No,,,"fun, friends","gameplay, improve skills","No, I play for other purposes","excitement, joy",Make the game more interesting,No,,,Badly,,7,More than 20 hours per week,I play games whenever I want,In the evening,"Action, Adventure",Kind characters,"motives, abilities, style, design"
330,14.05.2023 13:50:13,20-25,Male ,Kazakh,Employed,Incomplete higher professional education,Akmol region,,Yes,Yes,All soft skills,Yes,No,"No, but before yes",Sometimes there are small problems,"Rarely, once or twice a year",No,No,Russian,Russian,"No, I can safely play",,,With someone,community,Voice,PC,Multiplayer,"recommendations, reviews, gaming websites","Graphics, Price, personal interest","Yes, games improve our relationship",Unsure,Yes,"No, I don't discuss games with my closers",Yes,Apex Circle,Apex Legends,"fun, relaxation, achieve","gameplay, new goals, improve skills, better than others, competition","Yes, I play for the competition","satisfaction, excitement, joy",Make the game more interesting,Yes,Negative,,Well,,4,6-10 hours per week,I play games whenever I want,In the evening,"Action, Strategy",Neutral characters,"abilities, style, design"
331,14.05.2023 13:52:25,16-19,Female ,Kazakh,Student,Initial professional,UAE,UAE,Yes,Yes,-,Yes,No,"No, but before yes",Sometimes there are small problems,"Sometimes, but not often, once every few months",Yes,No,,Russian,"No, I can safely play",-,-,Both,"friends, family",Voice,"PC, Mobile",Multiplayer,"recommendations, Social media","Graphics, Storyline, Price, personal interest","No, games don't affect our relationship",Negatively,No,"No, I don't discuss games with my closers",No,-,-,fun,"improve skills, competition","Yes, I play for the competition",satisfaction,Can affect my mood in real life,No,,,Badly,,5,Less than 1 hour per week,I play games whenever I want,In the evening,Action,Neutral characters,"interesting, design"
332,14.05.2023 14:01:07,16-19,Male ,Kazakh,Student,Incomplete higher professional education,West-Kazakhstan region,,Yes,Yes,"память, скорость решение задач, адаптивность ",Yes,No,"No, but before yes",Sometimes there are small problems,"Sometimes, but not often, once every few months",No,No,Russian,Russian,"No, I can safely play",,,Both,Alone,Chat,PC,Singleplayer,"Social media, reviews, gaming websites","Storyline, Price, reviews, game publisher, personal interest","No, games don't affect our relationship",Positively,Yes,"No, I don't discuss games with my closers",No,,,"fun, relaxation","gameplay, improve skills","No, I play for other purposes","satisfaction, excitement",Make the game more interesting,Yes,Positive,"я получал новые знания, например в детстве я знал что такой кремний, кирка, руда и т.д. после игры в Minecraft, названия вещей, таких как оружия и доспехов, немного истории по играм Assasin's creed 2, культуры разных народов, как там жилось или живется. 
Еще навыки пользование мышью и клавиатуры, работа с вирусами, так как вместе с пиратскими играми приходили и они, научился ""интернет гигиену"", но были и отрицательные последствия",Well,"помогают расслабится, позволяют пережить определенный опыт, например в обзорах к игре Spiritfarer многие говорят что игра помогла пережить потерю близких людей, и таких примеров много",5,11-20 hours per week,I play games whenever I want,In the evening,"Strategy, Adventure, Role-playing, Simulation",Neutral characters,"interesting, motives, biography, archetype, style"
333,14.05.2023 14:03:32,16-19,Male ,Kazakh,Student,Average (full) general,Kostanay region,,Yes,Yes,"Мелкая моторика рук, скорость реакции, находчивость, изобретательность, креативность, соперничество",Yes,No,"No, but before yes",Sometimes there are small problems,"Rarely, once or twice a year",No,No,Russian,Russian,"No, I can safely play",,,With someone,"friends, community",Chat,PC,Both,"Social media, reviews, gaming websites","Graphics, Storyline, reviews, personal interest","Yes, games worsen our relationship",Negatively,No,"No, I don't discuss games with my closers",No,,,achieve,competition,"Yes, I play for the competition","excitement, joy",Can affect my mood in real life,Yes,Negative,"В случае проигрыша, настроения могло не быть на весь оставшийся день",Badly,тяжело сказать,10,Less than 1 hour per week,I play games whenever I want,In the evening,"Action, Strategy, Adventure",Neutral characters,abilities
334,14.05.2023 14:04:47,16-19,Male ,Kazakh,Student,Incomplete higher professional education,Almaty region,,Yes,Yes,Ассоциативная память ,Yes,No,No,Sometimes there are small problems,"Rarely, once or twice a year",No,Yes,English,Russian,"No, I can safely play",,,Both,family,Voice,PC,Both,Social media,personal interest,"No, games don't affect our relationship",Unsure,Yes,"Yes, I discuss games with my closers",No,,,fun,"gameplay, competition","Yes, I play for the competition","excitement, joy",Make the game more interesting,No,,,Badly,"Bad posture ,maybe bad quality of sleeping",7,1-5 hours per week,I only play games on certain days,In the evening,"Strategy, Adventure, Role-playing",Kind characters,"interesting, abilities, biography"
335,14.05.2023 14:10:15,16-19,Male ,Kazakh,Student,Incomplete higher professional education,Almaty region,,Yes,Yes,,Yes,Yes,Yes,I often have trouble sleeping,"Rarely, once or twice a year",No,No,English,English,"No, I can safely play",,,Both,"Alone, friends, community",Chat,"PC, Console",Both,Social media,personal interest,"Yes, games improve our relationship",Positively,Yes,"Yes, I discuss games with my closers",Yes,,,"fun, relaxation, reaction, friends, achieve","gameplay, new goals, improve skills, better than others","Yes, I play for the competition","satisfaction, joy, disappointment",Make the game more interesting,Yes,Negative,,Well,,1,11-20 hours per week,I play games whenever I want,In the evening,"Action, Strategy, Adventure, Role-playing",Neutral characters,archetype
